12574,3,723
14842,3,343
15440,3,331
16859,3,787
17798,3,438
20623,3,1487
20691,3,720
21699,3,1145
1,4,0
91,4,183
293,4,53
413,4,6
438,4,6
462,4,6
473,4,107
498,4,132
1572,4,19
1650,4,135
1725,4,94
1865,4,428
2358,4,30
2590,4,36
2592,4,33
2703,4,337
2843,4,100
2902,4,37
3105,4,41
3219,4,536
3545,4,275
4059,4,567
4432,4,59
4791,4,65
4819,4,65
4847,4,65
4961,4,233
5168,4,117
5234,4,74
5603,4,303
5615,4,428
6022,4,220
6106,4,94
6220,4,552
6480,4,100
6556,4,351
6731,4,106
7423,4,115
7435,4,115
7546,4,117
7555,4,117
7622,4,119
7807,4,488
7949,4,340
8039,4,405
8108,4,767
8474,4,130
8560,4,131
8685,4,134
9029,4,376
9224,4,147
9229,4,216
9267,4,148
9287,4,148
9483,4,175
9485,4,152
9585,4,154
9828,4,163
9836,4,163
9933,4,165
10216,4,175
10384,4,180
10455,4,183
10838,4,191
11900,4,215
12036,4,219
12551,4,233
13608,4,271
13795,4,275
14761,4,307
15539,4,337
15814,4,345
16369,4,370
16577,4,577
16774,4,387
17064,4,405
17141,4,410
17457,4,425
17541,4,428
17686,4,435
17725,4,437
18519,4,482
18980,4,518
19625,4,584
19664,4,586
19952,4,613
19956,4,613
20693,4,720
1,5,3
17,5,205
462,5,774
652,5,8
712,5,10
1016,5,741
1262,5,116
1413,5,16
1658,5,53
1682,5,188
1994,5,55
2167,5,202
2174,5,26
2895,5,196
2950,5,38
3160,5,95
3169,5,42
4172,5,55
4394,5,299
4544,5,61
4662,5,471
4980,5,68
4988,5,68
5436,5,236
5820,5,88
5993,5,115
6093,5,202
6149,5,95
6162,5,95
6784,5,199
6798,5,155
6901,5,108
7518,5,281
7526,5,117
7875,5,123
8172,5,127
8292,5,245
8682,5,1342
8757,5,135
8968,5,296
9562,5,153
9676,5,202
9871,5,164
10082,5,171
10243,5,421
10311,5,465
10314,5,178
10423,5,181
10436,5,183
10633,5,253
10814,5,191
11206,5,1115
11477,5,202
11593,5,297
11889,5,215
11896,5,215
12193,5,302
12707,5,237
13267,5,801
13309,5,258
13410,5,260
13798,5,275
13827,5,277
14214,5,289
14718,5,305
14884,5,312
15059,5,315
15695,5,341
15784,5,344
16035,5,353
16104,5,356
16725,5,387
16954,5,400
17132,5,409
17183,5,414
17508,5,426
17686,5,435
17869,5,447
17948,5,450
17973,5,451
18350,5,472
20815,5,748
21039,5,801
21629,5,1074
1,6,268
16,6,0
383,6,6
396,6,6
454,6,6
455,6,298
475,6,225
651,6,262
1562,6,19
1567,6,19
1916,6,566
1922,6,23
2073,6,310
2302,6,370
2331,6,48
2382,6,30
2387,6,47
2391,6,284
2561,6,387
2683,6,352
2776,6,331
3044,6,566
3498,6,113
3605,6,685
3754,6,47
3885,6,307
4027,6,53
4100,6,92
4106,6,53
4358,6,65
4431,6,59
4484,6,760
4517,6,175
4526,6,61
4527,6,61
4748,6,309
4781,6,65
5009,6,390
5279,6,662
5393,6,78
5432,6,78
5601,6,650
5642,6,493
5696,6,760
6069,6,94
6386,6,726
6482,6,100
6638,6,105
6875,6,108
6996,6,187
7433,6,115
7560,6,117
7604,6,118
7714,6,130
7720,6,268
7949,6,340
8050,6,216
8234,6,217
8292,6,128
8308,6,129
8604,6,132
8605,6,836
8633,6,132
8668,6,134
8701,6,134
8707,6,289
8800,6,136
9047,6,220
9056,6,141
9099,6,143
9256,6,271
9262,6,148
9380,6,370
9723,6,158
9728,6,158
9852,6,514
9981,6,217
10086,6,536
10104,6,494
10242,6,176
10439,6,183
10483,6,183
10914,6,310
11010,6,340
11130,6,422
11314,6,200
11732,6,211
11739,6,568
12067,6,219
12149,6,220
12256,6,253
12537,6,233
12539,6,233
12558,6,233
12841,6,260
13345,6,590
13357,6,402
13475,6,391
13510,6,613
14274,6,292
14817,6,309
14853,6,310
14864,6,310
14894,6,420
15160,6,320
15197,6,322
15468,6,332
15617,6,339
15648,6,340
15806,6,344
16365,6,370
16477,6,392
16486,6,420
16502,6,376
16905,6,399
17130,6,409
17144,6,410
18277,6,468
18986,6,518
19253,6,544
19409,6,565
19887,6,603
19971,6,613
19974,6,613
20336,6,660
20451,6,675
20808,6,745
20903,6,767
1,7,295
37,7,0
128,7,486
232,7,37
266,7,178
335,7,419
921,7,12
1127,7,655
1199,7,15
1786,7,230
1914,7,23
1952,7,245
1964,7,24
1994,7,178
1999,7,24
2010,7,238
2026,7,24
2200,7,27
2202,7,27
2272,7,29
2291,7,29
2308,7,29
2541,7,101
2567,7,392
2865,7,185
3031,7,40
3046,7,40
3053,7,40
3057,7,40
3062,7,40
3196,7,42
3207,7,42
3329,7,44
3405,7,44
3667,7,46
3699,7,47
4033,7,586
4276,7,57
4302,7,57
4316,7,57
4382,7,122
4418,7,295
4722,7,155
4843,7,65
5069,7,392
5124,7,71
5407,7,78
5419,7,78
5541,7,304
5548,7,81
5576,7,83
5607,7,83
5681,7,236
5809,7,127
6086,7,94
6270,7,175
6326,7,383
6417,7,392
6462,7,259
6498,7,596
6549,7,101
6842,7,238
6914,7,685
7223,7,113
7254,7,113
7371,7,328
7388,7,392
7521,7,275
7762,7,122
7920,7,123
7979,7,227
8234,7,310
8249,7,417
8342,7,129
8395,7,129
8416,7,558
8743,7,135
8920,7,423
9030,7,141
9275,7,148
9492,7,310
10193,7,175
10284,7,185
10317,7,178
10346,7,178
10548,7,185
10763,7,378
10836,7,467
10993,7,268
11079,7,196
11503,7,392
12035,7,275
12113,7,486
12342,7,227
12461,7,229
12481,7,230
12682,7,236
12759,7,238
12764,7,374
12947,7,475
13003,7,245
13079,7,843
13293,7,258
13330,7,259
13545,7,268
13618,7,271
13765,7,275
14273,7,352
14335,7,295
14469,7,299
14651,7,304
14847,7,310
15753,7,343
16471,7,374
16492,7,374
16848,7,392
16955,7,400
17209,7,881
17246,7,417
17258,7,417
17260,7,417
17270,7,419
17343,7,420
17348,7,607
17411,7,423
17527,7,428
18231,7,465
18360,7,472
18695,7,493
18728,7,494
19292,7,577
19331,7,556
19434,7,566
19662,7,586
19787,7,595
19918,7,607
20510,7,685
2,8,0
14,8,190
41,8,0
252,8,5
306,8,271
425,8,152
444,8,107
913,8,1351
952,8,191
989,8,223
1027,8,473
1148,8,574
1161,8,15
1289,8,438
1536,8,18
1540,8,118
1849,8,801
1922,8,420
2024,8,24
2120,8,26
2133,8,26
2302,8,29
2388,8,238
2694,8,33
2703,8,387
2804,8,36
2815,8,36
2828,8,36
2929,8,38
3044,8,40
3063,8,68
3160,8,47
3257,8,349
3443,8,45
3585,8,45
3605,8,46
3649,8,258
3857,8,49
3877,8,190
3908,8,49
4070,8,1138
4106,8,284
4157,8,55
4181,8,55
4197,8,56
4222,8,56
4229,8,56
4517,8,61
4526,8,301
4562,8,465
4714,8,867
4748,8,64
4781,8,106
4822,8,65
4846,8,65
5053,8,159
5124,8,71
5152,8,153
5175,8,73
5222,8,74
5252,8,75
5408,8,78
5454,8,338
5661,8,428
5701,8,85
6153,8,289
6392,8,213
6418,8,136
6457,8,100
6749,8,106
6757,8,107
6779,8,107
6893,8,360
6899,8,108
7062,8,110
7269,8,310
7305,8,253
7569,8,208
7646,8,603
7688,8,473
7762,8,143
7865,8,123
7966,8,124
8001,8,289
8078,8,374
8234,8,300
8372,8,284
8470,8,130
8564,8,283
8604,8,458
8605,8,517
8640,8,399
9014,8,141
9134,8,143
9202,8,147
9213,8,364
9287,8,402
9496,8,152
9548,8,720
9610,8,390
9703,8,157
9711,8,416
9741,8,158
9965,8,273
9991,8,166
10033,8,196
10119,8,171
10159,8,215
10236,8,176
10263,8,176
10405,8,181
10483,8,370
10780,8,405
10938,8,193
11029,8,195
11081,8,196
11085,8,332
11180,8,310
11209,8,199
11256,8,296
11283,8,200
11306,8,200
11362,8,200
11381,8,201
11393,8,201
11406,8,517
11440,8,202
11490,8,628
11504,8,204
11551,8,205
11650,8,253
11664,8,208
11698,8,208
11739,8,211
11858,8,214
11865,8,214
11868,8,214
11869,8,671
11932,8,585
11942,8,217
11945,8,217
11971,8,217
11989,8,217
12129,8,220
12229,8,223
12412,8,229
12539,8,310
12552,8,399
12610,8,260
12629,8,542
12816,8,400
12827,8,240
12837,8,240
12848,8,240
12892,8,241
12903,8,243
13017,8,726
13148,8,416
13267,8,339
13351,8,285
13475,8,266
13513,8,267
13675,8,273
14001,8,283
14030,8,284
14038,8,284
14060,8,284
14132,8,289
14166,8,289
14195,8,289
14271,8,303
14316,8,295
14428,8,390
14485,8,299
14510,8,767
14654,8,374
14888,8,312
14894,8,312
15109,8,318
15201,8,322
15228,8,323
15279,8,324
15459,8,332
15471,8,909
15581,8,338
15675,8,340
15682,8,341
15758,8,343
15778,8,344
15808,8,344
15904,8,349
15923,8,349
15978,8,351
16337,8,369
16454,8,374
16515,8,376
16680,8,384
16688,8,881
16732,8,387
16739,8,387
16749,8,387
16962,8,400
17062,8,405
17081,8,405
17102,8,407
17152,8,530
17162,8,410
17164,8,410
17204,8,416
17338,8,420
17653,8,433
17761,8,438
17778,8,438
17846,8,445
17964,8,451
18047,8,457
18244,8,716
18300,8,469
18546,8,485
18750,8,496
19413,8,565
19499,8,571
19642,8,585
19748,8,593
19792,8,595
19804,8,595
20071,8,628
20171,8,637
20218,8,641
20235,8,646
20310,8,657
20335,8,660
20363,8,662
20416,8,671
20423,8,671
20864,8,758
21201,8,841
2,9,282
453,9,6
1061,9,14
1083,9,14
1111,9,14
1113,9,14
2073,9,519
2213,9,27
3144,9,42
3712,9,47
4314,9,57
4989,9,428
5466,9,389
5677,9,85
6601,9,103
6605,9,103
7160,9,111
7933,9,729
8218,9,128
8274,9,128
9059,9,429
10310,9,178
10508,9,472
10569,9,185
12496,9,230
13657,9,272
14424,9,297
14654,9,304
14669,9,417
17110,9,407
18538,9,493
20505,9,685
2,10,348
336,10,417
973,10,12
1011,10,12
1200,10,179
1278,10,423
2087,10,586
2236,10,27
3090,10,41
3625,10,49
3903,10,49
4984,10,68
5410,10,78
6677,10,198
7608,10,352
7895,10,171
8206,10,128
8245,10,423
8261,10,128
8270,10,238
8340,10,129
8480,10,130
8762,10,135
8800,10,337
8826,10,137
8851,10,171
8979,10,445
9325,10,558
9448,10,151
9614,10,155
10546,10,185
11165,10,198
11521,10,299
12428,10,229
12543,10,233
13569,10,268
13750,10,275
13994,10,282
14662,10,304
15041,10,372
15152,10,353
16178,10,853
16507,10,445
16542,10,378
16976,10,400
17149,10,613
21271,10,867
3,11,0
3864,11,49
3,12,19
1173,12,15
1568,12,150
2264,12,1626
2582,12,33
2643,12,33
4088,12,349
5974,12,107
6312,12,98
6895,12,108
7061,12,110
9868,12,852
10684,12,253
11277,12,382
11711,12,208
11723,12,1145
12278,12,382
13762,12,1212
14829,12,310
15711,12,342
16614,12,382
17773,12,438
19849,12,597
20015,12,618
20270,12,1691
21431,12,946
21598,12,1045
21912,12,1723
3,13,67
491,13,58
620,13,8
786,13,657
1315,13,419
1340,13,67
1349,13,67
1722,13,596
1869,13,22
1872,13,22
1880,13,22
2426,13,31
2429,13,31
2441,13,32
2462,13,32
2465,13,32
2471,13,32
2476,13,32
2487,13,32
2497,13,32
2512,13,32
2831,13,58
3233,13,43
3262,13,43
3297,13,43
3322,13,43
3606,13,381
4378,13,58
4393,13,58
4398,13,58
4403,13,58
4414,13,58
4558,13,62
4567,13,62
4892,13,67
4895,13,67
4899,13,67
4916,13,357
4932,13,67
4945,13,67
4956,13,67
5831,13,89
5840,13,491
5841,13,89
5861,13,89
5862,13,89
5917,13,381
7901,13,596
9769,13,159
11026,13,195
11352,13,255
11845,13,509
12607,13,234
12843,13,419
13005,13,245
13239,13,255
13257,13,255
14122,13,287
15324,13,596
15927,13,350
15928,13,350
15930,13,350
15935,13,350
15937,13,350
16126,13,357
16127,13,357
16130,13,357
16135,13,357
16296,13,419
17262,13,419
17287,13,419
17296,13,419
17323,13,419
17328,13,419
17333,13,419
18317,13,470
18620,13,491
18632,13,491
18651,13,491
18660,13,491
18668,13,491
18669,13,491
18678,13,596
18902,13,509
18903,13,509
18904,13,509
19769,13,593
19816,13,596
19818,13,596
19840,13,596
19841,13,596
19845,13,596
20141,13,634
20317,13,657
20385,13,974
20610,13,706
20614,13,706
21481,13,974
3,14,67
116,14,92
148,14,168
170,14,1012
243,14,105
280,14,5
338,14,527
421,14,557
443,14,75
571,14,8
606,14,32
619,14,8
651,14,262
656,14,44
683,14,9
716,14,980
799,14,262
809,14,38
811,14,105
918,14,637
984,14,44
996,14,208
1038,14,13
1124,14,15
1134,14,15
1147,14,15
1156,14,15
1179,14,15
1188,14,15
1189,14,15
1198,14,15
1288,14,15
1330,14,419
1334,14,668
1346,14,634
1349,14,67
1391,14,706
1568,14,19
1579,14,357
1588,14,19
1598,14,143
1633,14,19
1652,14,19
1655,14,19
1743,14,630
1760,14,355
1772,14,32
1852,14,21
1862,14,21
1864,14,21
1870,14,22
1878,14,22
1879,14,419
1881,14,22
1883,14,22
1939,14,457
1960,14,114
1982,14,527
1998,14,289
2002,14,151
2005,14,57
2052,14,238
2073,14,568
2088,14,124
2240,14,199
2356,14,465
2390,14,31
2392,14,31
2409,14,31
2426,14,32
2428,14,31
2439,14,32
2441,14,32
2443,14,32
2449,14,32
2451,14,32
2452,14,32
2453,14,32
2454,14,491
2455,14,32
2459,14,32
2463,14,32
2464,14,32
2465,14,32
2480,14,32
2482,14,32
2503,14,32
2506,14,32
2514,14,67
2515,14,32
2516,14,32
2520,14,32
2757,14,289
2782,14,628
2797,14,89
2978,14,38
2981,14,38
3106,14,662
3155,14,70
3224,14,43
3230,14,43
3246,14,43
3272,14,43
3288,14,43
3316,14,124
3327,14,419
3340,14,67
3372,14,464
3385,14,44
3413,14,241
3418,14,299
3487,14,45
3540,14,89
3566,14,105
3687,14,355
3747,14,47
3800,14,400
3934,14,313
3962,14,630
4028,14,124
4175,14,208
4301,14,105
4310,14,518
4356,14,58
4368,14,58
4384,14,58
4414,14,58
4555,14,62
4558,14,62
4562,14,62
4603,14,438
4689,14,419
4696,14,70
4718,14,64
4733,14,662
4756,14,289
4827,14,289
4902,14,67
4903,14,67
4910,14,67
4916,14,67
4927,14,67
4930,14,67
4933,14,67
4941,14,67
4949,14,67
4955,14,67
4964,14,68
4976,14,168
5020,14,295
5089,14,70
5152,14,72
5256,14,75
5270,14,75
5291,14,509
5394,14,129
5540,14,81
5588,14,187
5612,14,419
5690,14,199
5817,14,509
5842,14,89
5861,14,89
5873,14,419
5929,14,509
5936,14,208
5957,14,92
6145,14,199
6516,14,101
6642,14,105
6654,14,105
6666,14,105
6669,14,105
6680,14,105
6685,14,105
6698,14,105
6706,14,105
6707,14,105
6710,14,105
6713,14,105
6717,14,105
6719,14,105
6724,14,105
6725,14,105
6993,14,199
7033,14,448
7293,14,596
7337,14,297
7518,14,281
7760,14,637
7778,14,637
7841,14,122
7898,14,123
7899,14,325
7929,14,123
7967,14,124
7973,14,124
7974,14,204
8002,14,124
8011,14,275
8015,14,124
8020,14,124
8024,14,124
8154,14,287
8520,14,131
8537,14,131
8540,14,131
8654,14,289
8664,14,134
8949,14,140
8951,14,140
9146,14,143
9234,14,187
9323,14,150
9338,14,150
9445,14,168
9609,14,470
9754,14,159
9914,14,355
10005,14,168
10022,14,168
10024,14,168
10051,14,168
10126,14,172
10232,14,287
10261,14,199
10268,14,498
10269,14,422
10329,14,637
10552,14,355
10567,14,527
10635,14,422
10729,14,706
10861,14,192
10886,14,192
10971,14,194
10977,14,194
11065,14,196
11195,14,199
11205,14,199
11214,14,199
11268,14,199
11332,14,208
11845,14,509
12034,14,491
12037,14,668
12058,14,219
12270,14,568
12370,14,227
12404,14,229
12448,14,289
12571,14,509
12613,14,234
12728,14,238
12733,14,383
12800,14,239
12832,14,240
12833,14,373
12876,14,241
12924,14,277
13030,14,245
13031,14,245
13179,14,253
13180,14,253
13238,14,255
13272,14,258
13540,14,268
13595,14,270
13601,14,270
13792,14,275
13855,14,277
13881,14,277
13886,14,277
13954,14,281
13955,14,281
14116,14,287
14123,14,287
14129,14,289
14167,14,289
14180,14,289
14194,14,289
14353,14,668
14367,14,295
14439,14,509
14529,14,357
14667,14,425
14680,14,304
14765,14,963
14905,14,313
14920,14,313
14930,14,313
15034,14,451
15106,14,491
15294,14,325
15357,14,422
15390,14,330
15392,14,330
15398,14,330
15400,14,330
15408,14,330
15419,14,330
15528,14,341
15724,14,630
15768,14,343
15816,14,390
15927,14,350
15941,14,350
16085,14,355
16089,14,355
16094,14,355
16096,14,355
16113,14,357
16117,14,357
16129,14,357
16178,14,361
16186,14,361
16190,14,361
16207,14,361
16208,14,361
16209,14,361
16240,14,364
16363,14,370
16410,14,373
16480,14,374
16523,14,376
16607,14,381
17267,14,419
17283,14,419
17287,14,419
17304,14,419
17325,14,419
17330,14,419
17371,14,422
17374,14,422
17493,14,426
17783,14,438
17883,14,448
18038,14,457
18040,14,457
18062,14,457
18210,14,465
18327,14,471
18620,14,491
18624,14,491
18635,14,491
18651,14,491
18659,14,491
18673,14,491
18707,14,493
18900,14,509
18961,14,516
18993,14,518
19062,14,527
19074,14,527
19079,14,527
19111,14,528
19572,14,575
19749,14,593
19757,14,593
19808,14,596
19809,14,596
19816,14,596
19817,14,596
19821,14,596
19836,14,596
19850,14,597
19878,14,602
20109,14,630
20138,14,634
20141,14,634
20146,14,634
20149,14,634
20150,14,634
20158,14,634
20175,14,637
20186,14,637
20193,14,637
20198,14,637
20255,14,963
20357,14,662
20388,14,668
20609,14,706
20649,14,716
20788,14,741
20967,14,782
21099,14,813
21184,14,836
21454,14,963
3,15,77
289,15,229
1833,15,21
1902,15,22
2505,15,73
3988,15,405
4079,15,53
4284,15,326
4303,15,57
4336,15,304
5375,15,114
6147,15,245
7506,15,476
7979,15,243
8256,15,128
9069,15,142
9646,15,155
10749,15,191
11465,15,202
13025,15,245
13182,15,253
13399,15,260
13404,15,260
13457,15,266
13952,15,556
14516,15,349
14877,15,482
15197,15,478
17836,15,509
19292,15,552
19440,15,566
3,16,135
335,16,1215
1736,16,96
2863,16,37
3241,16,556
5948,16,91
15325,16,327
19327,16,556
21448,16,956
3,17,191
4815,17,65
4,18,0
4,19,0
4,20,297
5,21,0
162,21,343
178,21,193
266,21,5
289,21,5
352,21,5
462,21,458
606,21,8
612,21,686
829,21,11
899,21,11
954,21,12
961,21,185
1063,21,14
1084,21,299
1129,21,15
1133,21,106
1135,21,15
1232,21,15
1268,21,15
1656,21,19
1714,21,143
1729,21,419
1747,21,46
1876,21,243
1893,21,22
1897,21,22
1991,21,24
2083,21,26
2285,21,268
2353,21,130
2373,21,424
2407,21,31
2580,21,33
2629,21,33
2635,21,73
2670,21,33
2673,21,64
2703,21,53
2706,21,33
2731,21,423
2744,21,34
2858,21,36
3164,21,78
3255,21,43
3455,21,45
3738,21,47
3759,21,47
3760,21,47
3780,21,47
3798,21,48
3799,21,100
3855,21,48
3961,21,50
4049,21,53
4081,21,53
4121,21,54
4156,21,55
4184,21,325
4251,21,57
4296,21,57
4308,21,144
4345,21,58
4358,21,58
4361,21,58
4411,21,58
4415,21,58
4500,21,113
4617,21,64
4624,21,127
4726,21,64
4764,21,64
4847,21,491
4906,21,67
5022,21,68
5375,21,77
5456,21,801
5511,21,81
5552,21,82
5556,21,273
5573,21,129
5678,21,85
5770,21,87
5925,21,374
5951,21,91
6013,21,259
6127,21,95
6150,21,95
6197,21,465
6270,21,168
6369,21,131
6378,21,214
6391,21,188
6457,21,155
6498,21,101
6520,21,229
6521,21,101
6679,21,194
6758,21,107
6767,21,107
6773,21,129
6819,21,107
7006,21,109
7135,21,111
7171,21,198
7203,21,328
7339,21,114
7358,21,114
7456,21,767
7485,21,706
7503,21,116
7507,21,116
7513,21,116
7597,21,596
7598,21,262
7608,21,389
7667,21,223
7782,21,122
8000,21,124
8029,21,124
8150,21,127
8292,21,616
8350,21,129
8422,21,135
8598,21,132
8603,21,132
8616,21,132
8700,21,134
8706,21,134
8796,21,136
8918,21,139
9012,21,141
9059,21,491
9096,21,142
9118,21,143
9133,21,382
9229,21,433
9286,21,148
9344,21,150
9380,21,150
9473,21,152
9479,21,307
9487,21,152
9601,21,154
9616,21,372
10011,21,168
10148,21,174
10227,21,357
10260,21,200
10345,21,178
10525,21,185
10576,21,185
10618,21,187
10711,21,189
10767,21,200
10770,21,528
10961,21,217
11023,21,195
11043,21,195
11083,21,196
11092,21,616
11215,21,199
11219,21,199
11423,21,573
11444,21,450
11544,21,205
11597,21,205
11605,21,205
11685,21,208
11695,21,208
11849,21,214
11964,21,217
12210,21,223
12217,21,223
12266,21,224
12373,21,374
12590,21,234
12821,21,239
12946,21,243
12983,21,245
13025,21,470
13176,21,253
13263,21,258
13393,21,260
13665,21,448
13703,21,273
13851,21,277
13992,21,282
14131,21,573
14190,21,325
14292,21,293
14339,21,295
14418,21,297
14465,21,299
14488,21,411
14490,21,299
15350,21,328
15366,21,340
15621,21,339
15890,21,348
15892,21,353
16064,21,354
16141,21,357
16188,21,361
16360,21,591
16381,21,514
16455,21,402
16489,21,374
16678,21,528
16750,21,387
16841,21,391
16906,21,399
16937,21,399
17029,21,403
17095,21,407
17097,21,407
17139,21,410
17280,21,591
17346,21,420
17520,21,428
17579,21,430
17844,21,444
17927,21,449
17944,21,450
17954,21,451
18286,21,767
18395,21,476
18549,21,586
18592,21,488
18672,21,491
18682,21,491
18730,21,494
18797,21,501
18863,21,506
19326,21,556
19427,21,565
19445,21,566
19724,21,591
19727,21,591
19783,21,595
20198,21,974
20611,21,706
6,22,0
23,22,0
89,22,556
431,22,230
1022,22,527
1218,22,15
1262,22,15
1834,22,21
1928,22,23
2658,22,33
2674,22,33
3266,22,137
5305,22,150
5332,22,152
5439,22,78
5744,22,152
5954,22,92
5981,22,92
6106,22,107
6173,22,95
6198,22,691
7959,22,124
8053,22,124
8584,22,132
8835,22,137
8844,22,137
9795,22,192
10676,22,188
11166,22,198
11824,22,213
12333,22,227
12625,22,686
13332,22,544
13788,22,275
13958,22,281
14433,22,297
16712,22,565
16788,22,389
16802,22,389
17410,22,423
19628,22,584
20004,22,618
21321,22,881
21540,22,1010
6,23,200
838,23,488
2142,23,202
2402,23,31
2902,23,289
2946,23,38
3105,23,98
5012,23,1091
5086,23,70
5751,23,87
6378,23,107
7160,23,340
7179,23,112
7798,23,469
7988,23,349
8050,23,741
8073,23,125
8536,23,457
8907,23,506
9056,23,323
10017,23,168
10368,23,179
10669,23,571
10765,23,190
10967,23,194
11741,23,211
12507,23,230
12985,23,289
13137,23,289
13959,23,1390
15921,23,349
17000,23,551
17061,23,405
17843,23,444
18060,23,457
18306,23,469
18849,23,506
21136,23,820
7,24,0
21623,24,1587
7,25,881
480,25,180
509,25,7
511,25,7
662,25,9
684,25,9
756,25,11
1234,25,15
1459,25,426
1570,25,19
1572,25,19
1841,25,21
1933,25,23
1979,25,24
2041,25,25
2045,25,426
2054,25,25
2057,25,227
2128,25,26
2172,25,26
2349,25,538
2362,25,486
2587,25,33
2781,25,208
3206,25,42
3592,25,45
4114,25,54
4139,25,54
4492,25,61
4678,25,741
4757,25,213
5049,25,70
5177,25,484
5267,25,152
5351,25,200
5622,25,277
5646,25,277
5728,25,628
5994,25,92
6011,25,92
6270,25,474
6720,25,105
6735,25,106
6978,25,109
7191,25,469
7200,25,112
7372,25,115
7392,25,115
7431,25,115
7852,25,122
7928,25,685
7981,25,124
8005,25,124
8021,25,124
8072,25,125
8495,25,130
8546,25,131
8575,25,131
8844,25,199
8953,25,140
8960,25,140
9119,25,143
9318,25,527
9413,25,187
9892,25,165
10047,25,275
10096,25,407
10316,25,178
10366,25,179
10373,25,364
10383,25,180
10401,25,180
10512,25,433
10656,25,188
10676,25,314
10874,25,192
11211,25,199
11321,25,200
11462,25,202
11482,25,202
11581,25,205
11635,25,207
11800,25,213
12001,25,457
12141,25,220
12155,25,220
12751,25,238
12830,25,240
13246,25,336
13509,25,267
13568,25,268
13633,25,271
13849,25,277
13910,25,538
13987,25,282
14227,25,290
14648,25,361
14736,25,306
15073,25,316
15443,25,360
15857,25,774
16666,25,383
16879,25,394
16882,25,394
17038,25,403
17965,25,451
17975,25,451
18378,25,474
18469,25,478
18471,25,478
19654,25,586
20289,25,655
20300,25,655
20675,25,720
20681,25,720
21171,25,833
21186,25,836
21272,25,867
8,26,0
9206,26,147
9404,26,151
9,27,0
9,28,127
20942,28,773
10,29,0
222,29,5
1022,29,13
2386,29,197
2549,29,33
2640,29,538
2914,29,213
3858,29,49
4492,29,61
4833,29,65
5438,29,202
6681,29,105
6940,29,109
7047,29,110
8222,29,128
8313,29,129
8358,29,129
8402,29,216
8945,29,140
9405,29,151
9714,29,158
10450,29,183
12134,29,538
12501,29,230
12585,29,433
12674,29,236
13531,29,372
13840,29,277
13846,29,277
14836,29,310
15161,29,538
15162,29,320
15959,29,351
16834,29,391
17902,29,449
18696,29,493
18776,29,498
19206,29,538
20080,29,628
11,30,0
798,30,417
1336,30,110
1542,30,19
1554,30,19
2014,30,178
2640,30,33
2994,30,608
4126,30,54
4596,30,1012
5374,30,608
5939,30,91
6210,30,112
6595,30,103
6864,30,150
7982,30,124
8234,30,194
8249,30,150
8554,30,131
8583,30,140
8746,30,426
8824,30,137
8946,30,140
9851,30,299
10667,30,188
11264,30,199
11666,30,208
11798,30,213
13832,30,277
13837,30,277
14429,30,297
16003,30,364
16466,30,527
17153,30,478
17766,30,438
18995,30,518
19124,30,530
